id|ville|lat|lng
1105|Long Marston|52.134166|-1.778136
1106|Kinross, UK|56.206132|-3.4229
1107|Reading, UK|51.4542645|-0.9781303
1108|Katowice,|50.26489189999999|19.0237815
1109|Caesarea, Israel|32.519016|34.904544
1110|Padua, Italy|45.4064349|11.8767611
1111|Tallinn, Estonia|59.43696079999999|24.7535747
1112|Lacey, WA|47.0358969|-122.8232553
1113|Bountiful. UT|40.8893895|-111.880771
1114|Nottingham|52.95478319999999|-1.1581086
1115|Greenwood Village, CO|39.6172101|-104.9508141
1116|Guildford,|51.23622|-0.570409
1117|Indianapolis, Indiana|39.768403|-86.158068
1118|Anderson, IN|40.1053196|-85.6802541
1119|Norwich, UK|52.6308859|1.297355
1120|Hilvarenbeek, Netherlands|51.4856827|5.138406199999999
1121|Hilvarenbeek, Nertherlands|51.4856827|5.138406199999999
1122|Werchter, Belguim|50.9712194|4.694200899999999
1123|Shepton Mallet, UK|51.1909|-2.547886
1124|Werchter|50.9712194|4.694200899999999
1125|County Kildare, Ireland|53.2120434|-6.819470799999999
1126|Milwaukee|43.0389025|-87.9064736
1127|Chihuahua, Mexico|28.6329957|-106.0691004
1128|Wien, AT|48.2081743|16.3738189
1129|Oakland|37.8043514|-122.2711639
1130|Leipzig, Germany|51.3396955|12.3730747
1131|Heidelberg,|49.3987524|8.6724335
1132|Cork, Ireland|51.8985143|-8.4756035
1133|Parabiago|45.5493675|8.9375245
1134|York, UK|53.95996510000001|-1.0872979
1135|Middlesbrough, |54.574227|-1.234956
1136|Grimsby,|53.567471|-0.080784
1137|Doncaster, UK|53.52282|-1.128462
1138|Llangollen, Sir Ddinbych|52.969215|-3.17166
1139|pontefract|53.691688|-1.308648
1140|Leeds, United Kingdom|53.8007554|-1.5490774
1141|Leeds|53.8007554|-1.5490774
1142|Coventry, United Kingdom|52.406822|-1.519693
1143|Askern, UK|53.617273|-1.155753
1144|Turin, Italy|45.0703393|7.686864
1145|Portsmouth, Hampshire, UK|50.8197675|-1.0879769
1146|Innsbruck, Austria|47.2692124|11.4041024
1147|Weston-super-Mare, UK|51.34740499999999|-2.977255
1148|Reading|40.3356483|-75.9268747
1149|Dudley, United Kingdom|52.512255|-2.081112
1150|Finsbury Park, London|51.56457839999999|-0.1047257
1151|Exeter|42.9814292|-70.9477546
1152|Belfast, Northern Ireland, UK|54.59728500000001|-5.93012
1153|Norwich, England|52.6308859|1.297355
1154|Thornbury, VIC|-37.7587658|144.9933434
1155|Christchurch, New Zealand|-43.5320544|172.6362254
1156|Dungog, NSW|-32.4046634|151.7524146
1157|Mornington, VIC, Australia|-38.228|145.062
1158|Echuca, Victoria|-36.1459548|144.7448007
1159|Berry, NSW|-34.775278|150.693889
1160|Lorne, VIC, Australia|-38.5366556|143.9715484
1161|Wollongong, NSW, Australia|-34.4278121|150.8930607
1162|Yekaterinburg, Russia|56.83892609999999|60.6057025
1163|Villeurbanne,|45.771944|4.8901709
1164|Coventry,|41.6885978|-71.5642076
1165|Bordeaux,|44.837789|-0.57918
1166|Napa, CA|38.2975381|-122.286865
1167|Menomonie, Wisconsin|44.8755183|-91.9193422
1168|Tysons Corner, VA|38.9187222|-77.2310925
1169|Livermore, CA|37.6818688|-121.7684732
1170|Orinda, CA|37.8771476|-122.1796888
1171|Manhattan, NY|40.7830603|-73.9712488
1172|The Woodlands, TX|30.1658207|-95.46126249999999
1173|Tuscaloosa, Al|33.2098407|-87.56917349999999
1174|Edinburgh Scotland |55.953252|-3.188267
1175|Cardiff|51.48158100000001|-3.17909
1176|La Rochelle, France|46.160329|-1.151139
1177|Dachau, Germany|48.2629984|11.4339022
1178|Barcelona|41.3850639|2.1734035
1179|The Hague, Netherlands|52.0704978|4.3006999
1180|Times Square, NYC|40.759011|-73.9844722
1181|Uniondale NY|40.7003793|-73.5929056
1182|Agoura Hills, CA|34.1533395|-118.7616764
1183|Arvada. CO|39.8027644|-105.0874842
1184|Vaughan, ON|43.8563158|-79.5085383
1185|Collingswood, NJ|39.9181686|-75.07128399999999
1186|Aberdeen, Scotland|57.149717|-2.094278
1187|Huntington , NY|40.8681539|-73.425676
1188|Overland Park, KS|38.9822282|-94.6707917
1189|Rochester, |43.15657789999999|-77.6088465
1190|Gateshead,|54.95268|-1.603411
1191|Bensalem, PA|40.09944249999999|-74.9325683
1192|Fremantle WA |-32.0518191|115.7551085
1193|Brussels, BE|50.8503396|4.3517103
1194|Hengelo, Netherlands|52.2574121|6.7927725
1195|Den Haag|52.0704978|4.3006999
1196|Newtown, NSW, Australia|-33.8978149|151.1785003
1197|Launceston, TAS|-41.43322149999999|147.1440875
1198|Hobart, Tasmania, Australia|-42.8821377|147.3271949
1199|Regina, SK|50.4452112|-104.6188943
1200|Freiburg, DE|47.9990077|7.842104299999999
1201|Syracuse NY USA|43.0481221|-76.14742439999999
1202|Osaka,|34.6937249|135.5022535
1203|Victoria, BC|48.4284207|-123.3656444
1204|Borlänge|60.484304|15.433969
1205|Modesto, CA|37.63909719999999|-120.9968782
1206|Holmdel, NJ|40.3451095|-74.18403219999999
1207|Chula Vista, CA|32.6400541|-117.0841955
1208|Alexandria, VA|38.8048355|-77.0469214
1209| Buffalo, NY|42.88644679999999|-78.8783689
1210|Millbrae, CA|37.5985468|-122.3871942
1211|Strathallan Castle|56.3193725|-3.749236899999999
1212|Marmande, France|44.500484|0.159869
1213|Byron Bay, NSW|-28.6473671|153.601977
1214|Lorne, Victoria|-38.5366556|143.9715484
1215|Foxboro, MA|42.0653812|-71.2478251
1216|Garden City, NY|40.7267682|-73.6342954
1217|Manila, Philippines|14.5995124|120.9842195
1218|Jakarta, Indonesia|-6.2087634|106.845599
1219|Wilkes-Barre, PA|41.2459149|-75.88130749999999
1220|Wheaton, IL|41.8661403|-88.1070127
1221|Clifton Park, NY|42.844668|-73.8183804
1222|Gloucester, UK|51.8642449|-2.238156
1223|Newcastle|54.978252|-1.61778
1224|Deurne,|51.4642201|5.795067899999999
1225|Curitiba,|-25.4808762|-49.3044253
1226|Curitiba, Brazil|-25.4808762|-49.3044253
1227|Live Curitiba|-25.4818157|-49.2938475
1228|Bologna, IT|44.494887|11.3426162
1229|Moore Park, NSW, Australia|-33.8952578|151.2215296
1230|Prague,|50.0755381|14.4378005
1231|Lyon, FR|45.764043|4.835659
1232|Pawtucket, RI|41.878711|-71.38255579999999
1233|Brighton |40.598019|-111.583187
1234|Gold Coast|-28.016667|153.4
1235|Twickenham, UK|51.44458100000001|-0.335246
1236|Oneonta, NY|42.4528571|-75.0637746
1237|Aosta,|45.7349551|7.313076199999999
1238|Langesund,|59.0004978|9.7447181
1239|Bergamo|45.6982642|9.6772698
1240|Bergamo,|45.6982642|9.6772698
1241|Ancona,|43.6158299|13.518915
1242|Zürich,|47.3768866|8.541694
1243|Dresden,|51.0504088|13.7372621
1244|Pistoia,|43.9303475|10.9078587
1245|Skopje,|42.0050274|21.4407659
1246|Lucca,|43.8429197|10.5026977
1247|Correggio,|44.7708574|10.7819083
1248|Rockford, IL|42.2711311|-89.0939952
1249|Newport, UK|51.584151|-2.997664
1250|Trier, Germany|49.749992|6.6371433
1251|Ljubljana, Slovenia|46.0569465|14.5057515
1252|Douglasville, GA|33.7514966|-84.7477136
1253|Merriam, KS|39.0236165|-94.6935701
1254|Hempstead, NY|40.7062128|-73.6187397
1255|Lima,|-12.0463731|-77.042754
1256|Antwerpen, BE|51.2194475|4.4024643
1257|Newcastle, NSW, Australia|-32.9282712|151.7816802
1258|Dunedin, New Zealand|-45.8787605|170.5027976
1259|Canberra|-35.2809368|149.1300092
1260|Gosford|-33.426667|151.341667
1261|Maitland, NSW|-32.7383988|151.5492182
1262|Maroochydore, QLD|-26.65|153.1
1263|Sunshine Coast, QLD, Australia|-26.65|153.066667
1264|Footscray, VIC|-37.7988987|144.892357
1265| Adelaide Australia|-34.9284989|138.6007456
1266|Warragul Victoria|-38.1537515|145.9297824
1267|Genève|46.2043907|6.1431577
1268|Gräfenhainichen, DE|51.728978|12.4535112
1269|Bourges|47.081012|2.398782
1270|Valle de Bravo, México|19.1950964|-100.1326725
1271|Hasselt, BE|50.93069|5.332479999999999
1272|Oeiras, Portugal|38.6919934|-9.3118418
1273|Bogota,colombia|4.710988599999999|-74.072092
1274|Santa Fe, NM|35.6869752|-105.937799
1275|Denver, Colorado |39.7392358|-104.990251
1276|Marina di Ravenna, Italy|44.4855941|12.2822691
1277|Darlinghurst, NSW|-33.8780176|151.2204441
1278|Toulouse|43.604652|1.444209
1279|Boulevard 5, Granjas México, 08400 Ciudad de México, CDMX|19.4075908|-99.0914976
1280|Gallipoli (Le), Italy|40.05585079999999|17.9926137
1281|Barcelona, ES|41.3850639|2.1734035
1282|Beuningen, Netherlands|51.8597237|5.7691067
1283|St. Pölten|48.20353|15.63817
1284|Northcote, VIC|-37.7692917|144.9990291
1285|Middlebury, VT|44.0153371|-73.16734
1286|Windsor, ON|42.3149367|-83.03636329999999
1287|Kempten, Germany|47.7285699|10.3157835
1288|Milan |45.4642035|9.189982
1289|Luxembourg,|49.815273|6.129582999999999
1290|Brussels|50.8503396|4.3517103
1291|Tualatin, OR|45.3779988|-122.7821817
1292|Troutdale, OR|45.5407696|-122.3906213
1293|Monticello, NY|41.6556465|-74.68932819999999
1294|Oxford, UK|51.7520209|-1.2577263
1295|Brixton, London, UK|51.4612794|-0.1156148
1296|Footscray, VIC, Australia|-37.7988987|144.892357
1297|Reading, United Kingdom|51.4542645|-0.9781303
1298|Hilvarenbeek|51.4856827|5.138406199999999
1299|Blackpool, UK |53.8175053|-3.0356748
1300|Molde, Norway|62.73723520000001|7.1607306
1301|Tønsberg, Norway|59.3085573|10.4272034
1302|Oldenburg, Germany|53.1434501|8.214552099999999
1303|Suffolk, UK|52.1872472|0.9707800999999999
1304|Ostrava, Czech Republic|49.8209226|18.2625243
1305|Arendal, Norway|58.4617568|8.7724499
1306|Hilvarenbeek,|51.4856827|5.138406199999999
1307|Cuernavaca,|18.9242095|-99.22156590000002
1308|West Sacramento, CA|38.5804609|-121.530234
1309|Woodbury, TN|35.8275672|-86.0716565
1310|Copenhagen,|55.6760968|12.5683372
1311|Rutland, VT|43.6106237|-72.9726065
1312|Lantau Island,|22.2664984|113.941751
1313|Haarlem, NL|52.3873878|4.6462194
1314|De Meern, Netherlands|52.07579399999999|5.031977899999999
1315|Nelson, BC|49.4928119|-117.2948343
1316|Zottegem,|50.8695469|3.8107086
1317|Northam, South Africa|-24.9626628|27.2656959
1318|St. Augustine, FL|29.9012437|-81.31243409999999
1319|Newport, RI|41.4901024|-71.3128285
1320|Siegburg, Germany|50.7998473|7.2074514
1321|Dumfries, UK|55.070859|-3.60512
1322|Rochester ny|43.15657789999999|-77.6088465
1323|Vienna|48.2081743|16.3738189
1324|Fürth, Germany|49.4771169|10.988667
1325|Gemünden, Germany|50.0494605|9.7059316
1326|Hof, Germany|50.3135391|11.9127814
1327|Kenosha, WI|42.5847425|-87.82118539999999
1328|Vinnytsia, Ukraine|49.233083|28.4682169
1329|Waterloo, ON|43.4642578|-80.5204096
1330|Morehead, Mn|46.8737648|-96.76780389999999
1331|Juneau AK|58.3019444|-134.4197221
1332|Duluth, Minnesota|46.78667189999999|-92.1004852
1333|Heidelberg, Germany|49.3987524|8.6724335
1334|Stara Zagora, Bulgaria|42.4257769|25.6344644
1335|St. Joseph, MN|45.5647724|-94.317966
1336|Hannover, Germany|52.3758916|9.732010400000002
1337|Albuquerque|35.0843859|-106.650422
1338|Fullerton, CA|33.8703645|-117.9242123
1339|Atlanta Georgia |33.7489954|-84.3879824
1340|Bonner Springs, KS|39.059726|-94.8835754
1341|San Luis Obispo, CA|35.2827524|-120.6596156
1342|Lafayette, IN|40.4167022|-86.87528689999999
1343|Pismo Beach, CA|35.1427533|-120.6412827
1344|Dallas|32.7766642|-96.79698789999999
1345|Winnie, TX|29.8202205|-94.38407769999999
1346|Wichita, KS|37.68717609999999|-97.33005299999999
1347|Effingham, IL|39.1200418|-88.5433829
1348|Michigan|44.3148443|-85.60236429999999
1349|Columbus OH USA|39.9611755|-82.99879419999999
1350|Warren, OH|41.2375569|-80.81841659999999
1351|Baton Rouge, LA|30.4514677|-91.18714659999999
1352|Camden,|39.9259463|-75.1196199
1353|Sioux City, IA|42.4963416|-96.40494079999999
1354|Millvale, PA|40.480069|-79.9783862
1355|Verviers, Belgium|50.5910564|5.8655951
1356|Zaragoza, Spain|41.6488226|-0.8890853
1357|Urbana, IL|40.1105875|-88.2072697
1358|Burlington, VT|44.4758825|-73.21207199999999
1359|Moorhead, MN|46.8737648|-96.76780389999999
1360|Nice, France|43.7101728|7.261953200000001
1361|Monterrey,|25.6866142|-100.3161126
1362|Cleveland,  OH|41.49932|-81.6943605
1363|Hamtramck, MI|42.3928151|-83.0496438
1364|Northfield, OH|41.3450547|-81.528452
1365|Vancouver bc|49.2827291|-123.1207375
1366|Elephant & Castle, London, UK|51.4959129|-0.1004748
1367|Luik, BE|50.6325574|5.5796662
1368|Universal City, CA|34.1397694|-118.3505779
1369|Leeds, England|53.8007554|-1.5490774
1370|Pilton|51.16572530000001|-2.589688
1371|Buenos Aires, Argentina|-34.6036844|-58.3815591
1372|Cary, NC|35.79154|-78.7811169
1373|Phoenix AZ|33.4483771|-112.0740373
1374|Nagoya, Japan|35.18145060000001|136.9065571
1375|Fukuoka, Japan|33.5901838|130.4016888
1376|Alma, MI|43.3789199|-84.6597274
1377|Baltimore MD|39.2903848|-76.6121893
1378|Murietta, CA|33.5539143|-117.2139232
1379|Maitland, FL|28.6277767|-81.36312439999999
1380|Poughkeepsie, NY|41.7003713|-73.9209701
1381|Gateshead, UK|54.95268|-1.603411
1382|Arrington, VA|37.6840306|-78.9011326
1383|Gulf Shores, AL|30.2460361|-87.70081929999999
1384|Brecon Beacons, UK|51.8814731|-3.443504
1385|Woodford, QLD, Australia|-26.955|152.778
1386|Borlänge, Sweden|60.484304|15.433969
1387|Canterbury, UK|51.280233|1.0789089
1388|Newport (Isle of Wight),|50.700803|-1.291633
1389|Neuhausen Ob Eck,|47.9713967|8.9300109
1390|Scheessel, Germany|53.1697267|9.4870781
1391|Reading, England|51.4542645|-0.9781303
1392|Dover, DE|39.158168|-75.5243682
1393|Compensa|32.5273464|-117.0359024
1394|Richmond va|37.5407246|-77.4360481
1395|Buckhead, GA|33.8372663|-84.406761
1396|Columbia, MO|38.9517053|-92.3340724
1397|Guildford, Surrey, UK|51.23622|-0.570409
1398|Newcastle Upon Tyne|54.978252|-1.61778
1399|Southsea|50.783565|-1.085559
1400|Sunderland,|42.4663727|-72.5795115
1401|bingley|53.847389|-1.833781
1402|Redhill, UK|51.239208|-0.16988
1403|Bingley, UK|53.847389|-1.833781
1404|Brescia, Italy|45.5415526|10.2118019
1405|Chandler, AZ|33.3061605|-111.8412502
1406|Cebu, Philippines|10.607936|123.8857747
1407|Brambleton, VA|38.9806557|-77.5281723
1408|dekalb illlinois|41.9294736|-88.75036469999999
1409|champaign illinois|40.1164204|-88.2433829
1410|Bologna,|44.494887|11.3426162
1411|Glastonbury, UK|51.147427|-2.718454
1412|Auburn Hills, MI|42.6875323|-83.2341028
1413|Chico, CA|39.7284944|-121.8374777
1414|Long Beach, CA|33.7700504|-118.1937395
1415|Hamden, CT|41.3838782|-72.9026064
1416|Leipzig,|51.3396955|12.3730747
1417|Aachen, Germany|50.7753455|6.083886800000001
1418|Evanston, IL|42.0450722|-87.68769689999999
1419|Osnabrück, Germany|52.2799112|8.0471788
1420|Grass Valley, CA|39.2190608|-121.0610606
1421|Bern|46.9479739|7.4474468
1422|Den Helder, Netherlands|52.95628079999999|4.7607971
1423|Derby,|52.9225301|-1.4746186
1424|Barcelona, Catalunya, Països Catalans|41.379846|2.1413189
1425|Breda, Netherlands|51.5719149|4.768323
1426|Nijmegen, The Netherlands|51.8448837|5.842828099999999
1427|Camperdown, NSW|-33.88622429999999|151.1791091
1428|Goes, Netherlands|51.5046455|3.8911304
1429|Springfield, IL|39.78172130000001|-89.6501481
1430|Bloomington, IN|39.165325|-86.52638569999999
1431|Rochester Hills, MI|42.65836609999999|-83.1499322
1432|Akron, Ohio|41.0814447|-81.51900529999999
1433|Eau Claire, WI|44.811349|-91.4984941
1434|Bruges, Belgium|51.209348|3.2246995
1435| champaign illinois|40.1164204|-88.2433829
1436|Bochum, Germany|51.4818445|7.216236299999999
1437|Carmichael, CA|38.617127|-121.3282843
1438|Harlem, NY|40.8115504|-73.9464769
1439|Leuven, Belgium|50.8798438|4.7005176
1440|Kaukauna, WI|44.2780432|-88.27205029999999
1441|Hamilton, NY|42.8270136|-75.5446238
1442|Redcar, UK|54.5974636|-1.0779515
1443|The Gym|36.1183188|-95.9377155
1444|montauk|41.0359353|-71.9545146
1445|leuven|50.8798438|4.7005176
1446|Reykjavík,|64.146582|-21.9426354
1447|CDMX, México|19.4326077|-99.133208
1448|Gent, Belgium|51.0543422|3.7174243
1449|Wyandotte, MI|42.21420639999999|-83.14992389999999
1450|Sv. Filip i Jakov|43.9621868|15.4284425
1451|Marseille, FR|43.296482|5.36978
1452|Arlington Heights, IL|42.0883603|-87.98062650000001
1453|Nijmegen|51.8448837|5.842828099999999
1454|Papillon, NE|41.1544432|-96.0422378
1455|Asolo, Italy|45.79925859999999|11.9141103
1456|México|23.634501|-102.552784
1457|Greensburg, PA|40.3014581|-79.5389289
1458|Söderhamn|61.3055762|17.0628102
1459|Helsingborg, Sweden|56.0464674|12.6945121
1460|Borlänge,|60.484304|15.433969
1461| Winnipeg, Manitoba, Canada|49.895136|-97.13837439999999
1462|Ystad|55.4295051|13.8200308
1463|Aarhus|56.162939|10.203921
1464|Oslo|59.9138688|10.7522454
1465|Sunrise, Florida|26.1669711|-80.25659499999999
1466|Hobart, TAS|-42.8821377|147.3271949
1467|Barrie, ON|44.38935559999999|-79.6903316
1468|Fitzroy |45.483054|-76.2184575
1469|Lewiston, NY|43.1919494|-78.9853813
1470|Cooperstown, NY|42.7006303|-74.92432099999999
1471|George Washington|38.707982|-77.0861753
1472|Jacksonville, OR|42.31345839999999|-122.9669865
1473|Bend, OR|44.0581728|-121.3153096
1474|Savannah, Ga|32.0808989|-81.091203
1475|Shibuya, Tokyo|35.6619707|139.703795
1476|East Lansing, MI|42.7369792|-84.48386540000001
1477|Edinburgh|55.953252|-3.188267
1478|Holyoke, MA|42.2042586|-72.6162009
1479|Lincoln|40.813616|-96.7025955
1480|Wrexham, UK|53.04304|-2.992494
1481|Portsmouth|43.0717552|-70.7625532
1482|Haarlem,|52.3873878|4.6462194
1483|Ramsbottom,|53.648457|-2.32049
1484|Southwold, UK|52.32562799999999|1.680181
1485|Leicester, United Kingdom|52.6368778|-1.1397592
1486|Salisbury,|38.3606736|-75.5993692
1487|Cheltenham, UK|51.8993855|-2.0782533
1488|Farmington, NM|36.72805830000001|-108.2186856
1489|Brisbane|-27.4697707|153.0251235
1490|Rio de Janeiro, RJ, Brazil|-22.9068467|-43.1728965
1491|Edinboro, PA|41.87422249999999|-80.1317236
1492|Silverado, CA|33.7481369|-117.6406523
1493|Rome, GA|34.257038|-85.1646726
1494|Solana Beach, CA|32.991155|-117.2711481
1495|Frederick, MD|39.41426879999999|-77.4105409
1496|Saint Augustine, FL|29.9012437|-81.31243409999999
1497|St Augustine|29.9012437|-81.31243409999999
1498|Glenworth Valley, NSW|-33.4007036|151.2027854
1499|Busselton, WA|-33.6531584|115.3454892
1500|Pinetop, AZ|34.1425438|-109.9603843
1501|Clark, NJ|40.6278031|-74.3127631
1502|Coralville, IA|41.6822756|-91.5960643
1503|Ascot Vale, VIC|-37.77674440000001|144.9110705
1504|Gibbons, AB|53.8277399|-113.3249481
1505|Scheessel|53.1697267|9.4870781
1506|Las Vegas, VA|36.2851885|-115.0945083
1507|rock island illinois|41.5094771|-90.5787476
1508|Torrington, CT|41.8003049|-73.1211715
1509|Kettering, OH|39.68950359999999|-84.1688274
1510|Shelburne, VT|44.3806065|-73.227626
1511|South Orange, NJ|40.7489277|-74.2609903
1512|Shaftesbury, UK|51.0046|-2.198083
1513|Evansville, IN|37.9715592|-87.5710898
1514|Hollywood, FL|26.0112014|-80.1494901
1515|Lyon|45.764043|4.835659
1516|Warwick, RI|41.7001009|-71.4161671
1517|Nijmegen,|51.8448837|5.842828099999999
1518|Inverness, UK|57.477773|-4.224721
1519|County Kildare,|53.2120434|-6.819470799999999
1520|Wetherby, England|53.92705600000001|-1.384816
1521|Nonantola, Modena, Italy|44.67887470000001|11.0411597
1522|Pontypridd,|51.60077399999999|-3.342314
1523|Sandvika, Norway|59.8909053|10.5277867
1524|Kristiansand, Norway|58.15991189999999|8.0182064
1525|Brouwersdam|51.7630033|3.8536926
1526|Bydgoszcz, Poland|53.12348040000001|18.0084378
1527|Landgraaf, NL|50.8927646|6.0224085
1528|Tourcoing, France|50.724993|3.16207
1529|Northfield, MN|44.4582983|-93.161604
1530|Brunswick, VIC|-37.7670374|144.9621035
1531|Gaithersburg, MD|39.1439689|-77.2016062
1532|High Wycombe, UK|51.628611|-0.7482289999999999
1533|Aalborg, Denmark|57.0488195|9.921747
1534|St. John's, NL, Canada|47.5615096|-52.7125768
1535|Digbeth, UK|52.4754938|-1.8881111
1536| brooklyn, new york|40.6781784|-73.9441579
1537|Le Lignon, Switzerland|46.2040741|6.0959812
1538|Santiago,|-33.4488897|-70.6692655
1539|Cedar Rapids, IA|41.9778795|-91.6656232
1540|Birmingham, Alabama|33.5185892|-86.8103567
1541|Ybor City, FL|27.9645757|-82.42595179999999
1542|Big Sur, CA|36.2704233|-121.8080556
1543|Jacksonville Beach, FL|30.2841224|-81.3961338
1544|Schwenksville, PA|40.256213|-75.4637876
1545|Nelsonville, OH|39.458681|-82.23181559999999
1546|Brooklyn, MI|42.105874|-84.2482819
1547|Kharkiv, Ukraine|49.9935|36.230383
1548|Elmira, NY|42.0897965|-76.8077338
1549|Green Bay, WI|44.5133188|-88.0132958
1550|Grand Island, NE|40.9263957|-98.3420118
1551|Jackson, MS|32.2987573|-90.1848103
1552|Grand Rapids MI|42.9633599|-85.6680863
1553|Bucharest,|44.4267674|26.1025384
1554|Warsaw|52.2296756|21.0122287
1555|Peoria, IL|40.6936488|-89.5889864
1556| rosemont illinois|41.98675069999999|-87.8721602
1557|Carcassonne,|43.2132151|2.3517703
1558| rosemont illinoisc|41.98675069999999|-87.8721602
1559|Stuttgart,|48.7758459|9.1829321
1560|east troy wisconsin|42.7852922|-88.40509600000001
1561|Rio de Janeiro,|-22.9068467|-43.1728965
1562|Snoqualmie, Wa|47.5287132|-121.8253906
1563|St. Paul, Minnesota|44.9537029|-93.0899578
1564|Montreal Qc Canada|45.5016889|-73.567256
1565|Frankfurt/Main|50.1109221|8.6821267
1566|St Petersburg, Florida|27.7676008|-82.64029149999999
1567|San Juan Capistrano, CA|33.5019027|-117.6627655
1568|Bolingbrook, IL|41.69864159999999|-88.0683955
1569|Ramona, CA|33.04136039999999|-116.8792553
1570|Puyallup, WA|47.1853785|-122.2928974
1571|Hermosa Beach, CA|33.8622366|-118.3995194
1572|Torrensville |-34.9174945|138.5612516
1573|Ewing, NJ|40.2599864|-74.79091249999999
1574|East Lansing MI|42.7369792|-84.48386540000001
1575|Purchase, NY|41.0400135|-73.7144477
1576|Quincy, WA|47.2342997|-119.8525504
1577|Bowling Green, KY|36.9685219|-86.4808043
1578|Santiago, Chile|-33.4488897|-70.6692655
1579|Utica, NY|43.100903|-75.232664
1580|Kennewick, WA|46.2086683|-119.119948
1581|Ocean City, MD|38.3365032|-75.0849058
1582|Minot, ND|48.2329668|-101.2922906
1583|Poplar Bluff, MO|36.7569994|-90.392888
1584|Casper, WY|42.8500769|-106.3251749
1585|Dubuque, IA|42.50226610000001|-90.66546749999999
1586|Tupelo, MS|34.2576066|-88.7033859
1587|South Bend, IN|41.6763545|-86.25198979999999
1588|Grayslake, Il|42.34446639999999|-88.04174599999999
1589|Zapopan, Mexico|20.6719563|-103.416501
1590|Alkmaar, Netherlands|52.6323813|4.753375399999999
1591|Grindelwald, Switzerland|46.624164|8.0413962
1592|Milton Keynes,|52.0406224|-0.7594171
1593|Dresden, Germany|51.0504088|13.7372621
1594|Hilvarenbeek, NL|51.4856827|5.138406199999999
1595|Upton upon Severn, Worcestershire, UK|52.065357|-2.217407
1596|Douglas, UK|55.55733499999999|-3.847176
1597|Johnstown, Naas, Co. Kildare, Ireland|53.2317452|-6.6294112
1598|Camden, London, UK|51.55170589999999|-0.1588255
1599|Macclesfield, UK|53.258663|-2.119287
1600|Belgrade, Serbia|44.786568|20.4489216
1601|Mantova, Italy|45.1564168|10.7913751
1602|Pontoglio|45.559101|9.855311100000002
1603|Varese,|45.82059890000001|8.8250576
1604|El Paso, Texas|31.7618778|-106.4850217
1605|Poznan,|52.406374|16.9251681
1606|Poznań, Poland|52.406374|16.9251681
1607|Rutherford NJ|40.826489|-74.10680909999999
1608|Saratoga, CA|37.2638324|-122.0230146
1609|Groningen, NL|53.2193835|6.5665017
1610|Marrickville, NSW|-33.908667|151.1524142
1611|Bunbury, WA|-33.3209971|115.6383482
1612|Flemington, VIC|-37.7833035|144.9277474
1613|Geelong, VIC, Australia|-38.1499181|144.3617186
1614| London, England|51.5073509|-0.1277583
1615|Framingham, MA|42.279286|-71.4161565
1616|Concord, NH|43.2081366|-71.5375718
1617|Towson, MD|39.4014955|-76.6019125
1618|Fairfield, CT|41.1408363|-73.2612615
1619|Surry Hills, NSW|-33.886111|151.211111
1620|Cortland, NY|42.6011813|-76.1804843
1621|Williamsport, PA|41.2411897|-77.00107860000001
1622|Somerville, MA|42.3875968|-71.0994968
1623|Brookhaven, NY|40.8273786|-72.995048
1624|Brest|48.390394|-4.486076
1625|Otok Pag|44.4672189|14.9916875
1626|Ascot, QLD|-27.431944|153.065
1627|Joondalup, WA|-31.73392179999999|115.7657296
1628|Salacgriva, Latvia|57.7581391|24.3543455
1629|Steventon,|51.62533000000001|-1.328262
1630|Bourges, France|47.081012|2.398782
1631|Mysłowice, Poland|50.2080466|19.1660513
1632|Oakbank, SA|-34.9812499|138.8365964
1633|Meredith, VIC, Australia|-37.8459801|144.0766524
1634|Meredith, VIC|-37.8459801|144.0766524
1635|Stafford, Texas|29.6160671|-95.55772209999999
1636|Lincoln Ne|40.813616|-96.7025955
1637|Rock Island, IL|41.5094771|-90.5787476
1638|Stroudsburg, PA|40.9867609|-75.1946248
1639|Regina Saskatchewan|50.4452112|-104.6188943
1640|Cape Coral, FL|26.5628537|-81.9495331
1641|Independence, MO|39.0911161|-94.41550679999999
1642|Cadott, WI|44.9480187|-91.15070310000002
1643|Duluth, GA|34.0028786|-84.1446376
1644|Camden NJ|39.9259463|-75.1196199
1645|Noblesville, IN|40.0455917|-86.0085955
1646|Antioch, TN|36.0597177|-86.6715948
1647|Highland Park, IL|42.1816918|-87.8003437
1648|Alpharetta, Georgia|34.0753762|-84.2940899
1649|Richfield, OH|41.2397772|-81.6381785
1650|Mankato, MN|44.1635775|-93.99939959999999
1651|Lenox, MA|42.35646089999999|-73.2848762
1652|Den Haag, Netherlands|52.0704978|4.3006999
1653|Linlithgow, Scotland|55.9716266|-3.6025847
1654|Redmond, WA|47.6739881|-122.121512
1655|Saratoga Springs, NY|43.0831301|-73.7845651
1656|Geleen, Netherlands|50.9672139|5.8277247
1657|Shelton, CT|41.3164856|-73.0931641
1658|Nogent sur Marne, France|48.83763099999999|2.481699
1659|Bournemouth|50.719164|-1.880769
1660|Woodstock,  illinois|42.3147436|-88.44870209999999
1661| highland park illinois|42.1816918|-87.8003437
1662|Lanark, Scotland|55.673865|-3.782138
1663|Garden City, ID|43.6221108|-116.2381744
1664|Gurgaon|28.4594965|77.0266383
1665|Whitby, ON|43.8975446|-78.94293290000002
